order_item_id,order_id,book_id,quantity,subtotal
2127,5810,170,1,35.9
2128,9314,981,4,79.86
2129,9147,457,5,76.6
2130,7161,737,5,119.36
2131,624,438,3,51.96
2132,8961,645,5,56.31
2133,1331,606,5,51.92
2134,7524,857,4,138.12
2135,8758,871,5,72.39
2136,4497,911,3,53.14
2137,3959,897,1,56.71
2138,7347,157,3,62.43
2139,5374,279,2,52.21
2140,118,338,5,97.21
2141,1751,386,3,25.75
2142,8220,150,2,36.18
2143,9925,704,4,149.9
2144,7672,532,3,54.86
2145,3512,428,1,110.69
2146,4098,519,1,38.19
2147,8141,865,2,121.05
2148,2447,318,4,9.5
2149,241,130,1,30.33
2150,7087,549,3,114.71
2151,8018,436,5,139.13
2152,8391,384,3,143.88
2153,4351,73,5,52.08
2154,7718,835,3,117.1
2155,4688,464,4,125.02
2156,8847,542,5,80.9
2157,679,705,2,145.53
2158,6285,703,1,95.7
2159,2333,437,4,29.58
2160,1510,955,2,72.56
2161,2610,820,5,114.35
2162,3608,350,3,104.05
2163,8065,631,1,62.75
2164,991,693,3,110.94
2165,9112,511,4,35.89
2166,2316,870,5,102.08
2167,7260,42,1,85.73
2168,2356,193,3,117.09
2169,2052,513,2,50.96
2170,5431,510,1,55.47
2171,144,142,5,5.5
2172,1689,912,3,57.16
2173,2795,994,5,85.83
2174,1493,598,2,59.55
2175,8291,403,4,147.45
2176,3208,448,2,26.95
2177,1607,571,1,15.51
2178,3660,550,5,62.52
2179,3487,937,4,13.56
2180,1498,154,2,94.65
2181,4733,707,4,98.21
2182,2573,208,1,32.44
2183,2447,169,5,104.29
2184,1943,193,3,103.56
2185,6444,193,5,16.33
2186,6414,405,4,145.92
2187,3964,385,4,33.12
2188,4198,900,5,131.93
2189,4410,343,1,7.9
2190,5776,711,2,59.37
2191,3481,765,5,17.19
2192,1082,184,5,91.58
2193,4633,64,2,139.17
2194,4009,806,5,96.74
2195,4611,507,5,72.13
2196,8598,567,1,54.72
2197,6420,771,3,86.55
2198,7300,562,5,132.96
2199,6667,454,5,71.09
2200,2914,928,2,89.61
2201,1006,612,2,47.5
2202,3866,231,1,73.19
2203,4582,780,5,108.22
2204,7771,280,2,73.15
2205,3907,513,3,20.07
2206,6809,90,5,88.8
2207,3872,94,3,32.31
2208,1424,229,3,60.72
2209,6472,645,5,129.16
2210,9320,135,5,103.24
2211,3095,454,1,20.49
2212,7117,642,1,72.48
2213,4495,575,2,97.18
2214,7536,921,3,97.45
2215,441,941,2,74.2
2216,3548,481,5,113.64
2217,941,557,3,38.59
2218,4643,385,4,23.92
2219,7887,368,5,125.78
2220,5150,70,3,94.02
2221,747,227,5,51.18
2222,3706,586,4,44.63
2223,2563,539,2,35.13
2224,8120,441,2,149.42
2225,3041,822,4,16.62
2226,9752,770,4,43.56
2227,5246,217,5,37.07
2228,5711,391,3,110.75
2229,6531,265,2,18.34
2230,4890,701,3,97.82
2231,5763,49,4,49.67
2232,8939,629,2,69.1
2233,507,977,3,37.56
2234,1425,996,5,18.37
2235,759,370,5,71.93
2236,2339,281,3,54.21
2237,7451,395,2,56.9
2238,4457,37,2,57.52
2239,4536,877,5,39.03
2240,3608,611,1,104.06
2241,3516,329,5,130.13
2242,8230,531,5,37.64
2243,8770,222,2,139.23
2244,1748,50,3,11.06
2245,3543,715,2,70.84
2246,4821,515,1,117.06
2247,7560,806,2,115.94
2248,5353,220,3,115.53
2249,6766,419,4,92.07
2250,1108,606,1,65.84
2251,305,589,5,111.56
2252,119,980,5,132.57
2253,2681,543,2,94.84
2254,8664,367,2,143.24
2255,7373,551,4,119.57
2256,3794,325,5,115.03
2257,5810,26,2,6.93
2258,7115,325,1,56.48
2259,3940,188,4,48.13
2260,8326,622,4,37.45
2261,3222,918,2,8.98
2262,3307,837,5,65.2
2263,5885,264,2,123.92
2264,4194,646,1,55.58
2265,5939,982,2,136.99
2266,2766,267,2,47.25
2267,8551,228,1,140.16
2268,8228,434,3,89.91
2269,4943,527,3,114.75
2270,3771,974,5,133.04
2271,6069,444,1,90.94
2272,8773,638,3,49.52
2273,8995,466,1,68.11
2274,9128,107,5,78.01
2275,9379,389,1,101.22
2276,6938,4,1,79.46
2277,329,432,5,98.9
2278,5159,849,5,121.13
2279,4920,559,4,135.26
2280,2113,228,1,115.74
2281,4661,983,5,123.24
2282,504,16,5,59.63
2283,3908,860,4,24.79
2284,8835,139,1,48.1
2285,3418,793,2,63.32
2286,7367,583,2,60.78
2287,2507,459,3,27.85
2288,9980,406,4,64.35
2289,3821,802,4,134.08
2290,6094,375,2,135.82
2291,5538,141,2,60.61
2292,9301,977,2,85.04
2293,6521,435,3,78.65
2294,5908,16,3,19.01
2295,6623,227,4,49.5
2296,1514,768,2,21.72
2297,2015,488,2,56.12
2298,1882,259,4,103.79
2299,1792,166,2,116.7
2300,3126,858,4,113.24
2301,7888,80,4,68.38
2302,1811,212,1,112.66
2303,8164,759,1,31.44
2304,3219,396,1,125.91
2305,6558,132,1,10.83
2306,3000,320,4,116.96
2307,6162,301,4,94.33
2308,1917,256,5,12.34
2309,3636,607,3,64.79
2310,3424,403,3,50.25
2311,2617,272,4,126.62
2312,612,27,1,90.04
2313,736,864,2,101.7
2314,4514,56,2,62.26
2315,5461,889,2,149.63
2316,9492,566,1,64.13
2317,7572,892,2,113.96
2318,7635,637,5,139.05
2319,8468,363,1,80.21
2320,9202,33,3,127.92
2321,815,79,2,133.38
2322,8325,68,4,138.76
2323,5525,865,2,54.75
2324,2497,84,3,14.67
2325,8897,971,5,36.42
2326,3998,36,5,112.17
2327,4277,449,4,53.16
2328,3912,317,1,31.87
2329,8141,72,2,121.18
2330,3977,531,5,103.46
2331,7124,167,4,94.59
2332,599,407,3,14.13
2333,4974,174,3,146.56
2334,956,596,2,94.09
2335,1628,380,2,23.83
2336,5137,504,5,82.27
2337,7437,749,1,147.37
2338,1069,194,3,112.8
2339,6999,520,5,5.95
2340,2396,390,1,131.02
2341,3749,209,2,61.4
2342,1643,474,3,36.83
2343,6535,296,1,20.25
2344,7706,688,3,133.08
2345,3000,627,2,20.91
2346,7173,359,2,137.87
2347,6749,340,5,15.04
2348,3791,348,2,145.98
2349,3940,862,5,36.34
2350,5574,523,3,149.81
2351,5840,482,1,56.63
2352,8533,822,2,114.38
2353,968,958,1,17.0
2354,617,35,4,138.34
2355,1742,711,3,89.38
2356,952,852,3,44.41
2357,2209,612,3,69.37
2358,6366,347,4,21.4
2359,1108,724,4,117.63
2360,323,562,3,108.75
2361,5234,834,2,104.26
2362,7644,415,2,111.13
2363,462,169,4,148.24
2364,3093,210,4,48.95
2365,5279,73,4,133.18
2366,8730,767,2,90.2
2367,740,362,4,36.6
2368,2676,326,5,65.15
2369,6351,259,1,58.92
2370,3488,557,4,49.37
2371,689,483,3,23.87
2372,4120,201,2,132.44
2373,1645,937,1,94.16
2374,6337,417,2,70.92
2375,1494,461,1,146.28
2376,2730,265,5,81.95
2377,3596,271,5,5.11
2378,4512,344,3,82.9
2379,3853,115,2,103.91
2380,9803,27,3,39.28
2381,566,202,1,115.27
2382,1920,337,3,52.67
2383,6083,601,3,40.88
2384,302,8,1,135.49
2385,3572,354,3,11.26
2386,6272,267,4,57.77
2387,2191,555,2,104.41
2388,853,100,2,23.09
2389,9545,544,1,114.31
2390,8574,872,5,39.71
2391,6408,658,3,10.29
2392,1651,455,3,59.92
2393,131,910,1,64.34
2394,327,59,4,77.49
2395,6404,22,1,143.41
2396,2313,381,3,99.95
2397,6789,868,5,76.5
2398,3229,724,1,100.81
2399,3984,413,3,86.04
2400,9137,848,5,148.59
2401,1541,182,2,87.62
2402,6067,745,5,127.66
2403,7439,983,4,55.52
2404,7214,574,5,7.71
2405,4820,441,1,82.12
2406,792,417,5,58.33
2407,5971,589,5,59.01
2408,2821,887,1,117.19
2409,3207,216,1,73.14
2410,8552,691,1,94.87
2411,640,682,5,85.19
2412,4684,614,3,91.12
2413,611,439,3,116.27
2414,3831,682,4,81.38
2415,3828,904,3,51.54
2416,8202,739,1,55.0
2417,880,45,2,91.64
2418,1876,491,3,93.82
2419,7188,380,4,57.04
2420,6582,390,4,132.18
2421,4905,849,4,28.74
2422,260,173,1,147.86
2423,5733,810,2,63.95
2424,6497,410,2,134.29
2425,9540,414,1,110.85
2426,813,48,5,133.05
2427,1808,768,4,82.13
2428,1634,359,5,11.21
2429,5627,668,4,118.95
2430,4995,433,1,38.57
2431,949,329,2,103.46
2432,9526,89,5,30.86
2433,9705,505,2,68.45
2434,3132,965,3,112.29
2435,597,300,4,44.03
2436,8283,165,3,53.61
2437,7452,636,5,101.65
2438,5806,801,4,106.31
2439,1189,361,5,95.12
2440,6815,65,4,123.02
2441,1920,620,5,136.47
2442,892,408,2,39.52
2443,7590,530,5,79.93
2444,9053,565,1,82.67
2445,3158,718,2,41.48
2446,6494,853,3,75.53
2447,2221,666,1,114.23
2448,6997,148,3,75.18
2449,9002,840,4,105.79
2450,5673,361,2,50.51
2451,6308,111,1,77.69
2452,3664,391,3,78.02
2453,7835,124,1,111.85
2454,3919,432,3,58.62
2455,292,6,1,17.42
2456,5498,988,1,126.56
2457,3466,739,3,138.52
2458,3518,798,2,87.05
2459,575,67,5,104.29
2460,7992,823,5,14.21
2461,6670,573,1,116.66
2462,3291,133,3,142.28
2463,4070,930,2,90.32
2464,4259,766,1,82.11
2465,5848,223,5,105.07
2466,5945,78,1,107.95
2467,5810,510,1,64.72
2468,7536,110,1,120.5
2469,5554,395,1,38.37
2470,1534,760,1,90.88
2471,2146,736,2,79.6
2472,5403,258,1,107.85
2473,4501,149,3,13.27
2474,5815,586,5,32.9
2475,7780,571,3,62.62
2476,2757,617,2,107.19
2477,7579,137,4,122.85
2478,4492,786,2,14.53
2479,2105,475,4,12.97
2480,5179,925,1,52.59
2481,3519,877,5,55.47
2482,8821,91,3,123.34
2483,5225,380,3,38.22
2484,2668,917,4,29.27
2485,5995,417,2,8.8
2486,9269,235,3,45.18
2487,1275,570,2,116.76
2488,5953,737,1,12.26
2489,4548,224,3,129.9
2490,3358,98,1,99.95
2491,5391,387,2,74.87
2492,2103,209,4,139.6
2493,3541,435,2,21.0
2494,8214,617,2,116.63
2495,1165,325,3,137.61
2496,6547,662,5,51.59
2497,9439,76,3,136.59
2498,2027,331,5,114.22
2499,5342,257,4,129.75
2500,1896,305,3,60.65
2501,6395,289,3,11.28
2502,8940,132,3,66.04
2503,9591,521,3,47.09
2504,9293,824,3,36.2
2505,689,389,3,71.47
2506,5789,690,4,138.32
2507,6913,660,3,8.38
2508,9266,689,1,23.89
2509,1753,530,3,22.28
2510,1846,109,1,125.21
2511,9149,255,5,47.98
2512,5728,930,2,69.62
2513,4880,550,3,36.3
2514,8288,715,5,15.06
2515,577,584,1,101.43
2516,1946,249,2,83.65
2517,7608,136,4,29.22
2518,5854,735,3,20.26
2519,3152,300,2,58.62
2520,531,46,5,61.28
2521,5422,193,2,25.25
2522,3665,41,3,125.77
2523,6302,640,5,25.34
2524,8129,244,2,108.13
2525,3097,841,5,103.53
2526,7113,41,4,86.15
2527,7563,698,4,131.67
2528,8261,998,5,116.77
2529,9861,158,2,76.14
2530,3452,933,5,146.59
2531,6897,687,5,140.77
2532,1518,536,5,90.83
2533,9308,751,4,40.57
2534,528,71,1,70.82
2535,9456,7,1,13.15
2536,8711,602,5,41.44
2537,9151,556,2,88.33
2538,7848,759,5,48.17
2539,4277,484,3,8.75
2540,622,765,2,9.21
2541,5328,665,1,82.72
2542,6155,895,2,21.23
2543,42,110,2,13.89
2544,8559,158,2,93.48
2545,1192,152,3,59.49
2546,9883,669,1,39.59
2547,1867,151,4,20.77
2548,2183,747,1,109.42
2549,3308,803,3,50.7
2550,8338,819,5,17.89
2551,6465,313,5,139.2
2552,8978,111,2,127.47
2553,6319,447,3,80.78
2554,6585,494,1,22.72
2555,7157,472,5,27.28
2556,502,512,2,143.77
2557,417,476,5,71.38
2558,2306,409,1,45.97
2559,1502,7,3,86.89
2560,7310,808,1,47.92
2561,5186,989,2,8.93
2562,9445,308,2,103.97
2563,7559,881,5,124.22
2564,1576,689,3,148.98
2565,6061,645,3,91.51
2566,8559,452,2,24.81
2567,8983,633,1,42.98
2568,4579,231,5,85.49
2569,6425,802,1,121.44
2570,467,918,1,132.98
2571,6900,162,2,99.1
2572,5486,492,5,49.54
2573,6279,347,5,12.22
2574,734,242,3,136.9
2575,5380,904,2,88.81
2576,5394,329,4,22.13
2577,6089,937,5,86.75
2578,9676,126,5,91.73
2579,5038,241,2,33.51
2580,8276,873,1,37.07
2581,3559,823,5,41.95
2582,1888,612,1,122.8
2583,6470,761,3,45.7
2584,3105,91,1,90.86
2585,4865,226,2,83.4
2586,6112,358,2,29.97
2587,2149,770,2,107.93
2588,6645,955,3,121.61
2589,1740,495,4,70.2
2590,1669,356,4,133.0
2591,4692,478,4,5.29
2592,1730,338,5,21.68
2593,5355,788,2,101.31
2594,3059,921,4,139.49
2595,1973,625,2,84.41
2596,4479,124,3,120.74
2597,6960,423,4,52.21
2598,1783,335,4,48.05
2599,3100,122,2,50.25
2600,8451,871,4,79.58
2601,6345,748,1,39.31
2602,5025,174,4,102.57
2603,1000,899,4,25.74
2604,7256,14,1,142.62
2605,2138,198,3,62.94
2606,3631,304,4,141.43
2607,2454,509,1,138.24
2608,6347,897,1,10.86
2609,19,915,3,99.98
2610,5507,826,2,110.36
2611,7133,183,2,28.08
2612,8300,990,5,50.03
2613,1572,263,1,28.77
2614,9045,308,2,101.71
2615,3744,782,2,59.83
2616,9312,62,2,21.89
2617,6218,859,4,53.35
2618,7144,793,4,97.98
2619,8366,613,2,13.74
2620,2971,463,3,142.34
2621,543,380,2,89.15
2622,8448,196,5,129.32
2623,4881,707,1,53.42
2624,1087,671,5,54.21
2625,3938,357,5,35.32
2626,5525,349,3,149.16
2627,4811,389,2,23.9
2628,8495,348,1,14.87
2629,6892,278,4,140.53
2630,2938,296,4,53.86
2631,3541,621,4,17.35
2632,2437,209,4,13.16
2633,8697,312,1,69.65
2634,2229,79,2,5.87
2635,4955,403,2,127.88
2636,6883,500,4,23.17
2637,854,481,2,87.31
2638,7465,244,5,26.12
2639,4190,91,2,20.04
2640,3987,185,5,68.36
2641,7075,6,4,137.83
2642,4839,580,2,101.0
2643,2521,734,5,77.1
2644,8640,861,3,50.93
2645,8682,534,1,81.03
2646,9174,7,3,5.88
2647,3779,88,2,116.06
2648,9647,650,5,63.5
2649,8508,779,3,80.83
2650,9290,653,2,96.14
2651,8597,39,3,42.13
2652,1835,782,1,124.71
2653,3145,780,2,65.93
2654,4042,417,2,53.02
2655,4920,616,4,116.94
2656,9929,261,4,141.38
2657,2593,839,3,40.36
2658,1828,425,3,68.52
2659,6638,810,1,27.55
2660,4173,180,2,32.74
2661,6583,704,3,144.42
2662,4034,362,3,115.6
2663,5959,241,1,110.64
2664,6342,885,3,69.01
2665,6958,801,5,6.43
2666,5553,300,2,139.77
2667,8761,519,4,53.52
2668,6417,695,2,114.95
2669,107,902,3,21.21
2670,4930,85,3,102.1
2671,2749,668,3,121.47
2672,1474,788,2,15.35
2673,7081,582,2,74.17
2674,2931,775,5,106.59
2675,9691,517,3,13.69
2676,330,88,5,57.51
2677,2277,475,4,83.83
2678,6933,456,3,75.93
2679,8115,707,2,130.69
2680,717,889,2,74.82
2681,6356,148,3,20.11
2682,1586,696,3,127.94
2683,9822,171,5,106.72
2684,1461,141,3,11.78
2685,8256,917,5,130.89
2686,383,365,1,49.27
2687,8563,911,3,18.58
2688,3592,903,5,137.66
2689,9574,897,1,144.1
2690,3402,789,3,119.85
2691,5254,449,1,63.47
2692,6827,322,2,69.9
2693,7185,951,4,25.75
2694,1464,74,3,75.64
2695,6118,620,1,141.75
2696,1541,589,2,102.1
2697,3037,395,5,12.19
2698,2534,632,1,89.52
2699,1474,548,4,30.28
2700,8964,71,2,125.01
2701,2821,836,3,15.39
2702,64,758,5,76.47
2703,5433,74,3,64.14
2704,485,495,2,139.34
2705,2168,722,3,67.08
2706,6259,135,4,10.71
2707,5080,591,3,37.12
2708,7634,860,1,138.16
2709,4277,346,1,115.35
2710,5721,673,5,89.61
2711,800,887,5,141.12
2712,7742,700,5,14.81
2713,9057,559,3,14.28
2714,8900,643,2,94.66
2715,599,295,2,82.51
2716,3898,419,4,139.73
2717,590,919,2,15.84
2718,4605,990,5,24.02
2719,8205,727,1,87.29
2720,7594,349,2,23.07
2721,2354,443,3,130.02
2722,2403,449,2,52.63
2723,5457,689,1,34.69
2724,6338,196,5,121.78
2725,6303,815,2,75.2
2726,2217,299,2,54.45
2727,390,637,2,26.98
2728,3790,255,2,68.6
2729,7968,538,3,43.88
2730,5968,266,5,5.93
2731,5147,623,5,112.93
2732,6508,649,4,66.57
2733,4817,434,2,68.5
2734,5035,362,4,54.69
2735,501,657,3,20.98
2736,2157,814,1,71.81
2737,8420,924,3,39.28
2738,8125,973,2,126.5
2739,4640,814,4,85.54
2740,536,131,3,115.75
2741,4574,337,3,84.2
2742,9571,395,3,47.42
2743,1636,866,3,32.99
2744,9292,711,5,28.0
2745,5029,357,3,143.21
2746,5265,691,3,141.38
2747,7533,822,5,55.18
2748,5743,830,4,45.89
2749,5816,891,4,105.85
2750,700,201,3,44.35
2751,2429,176,5,79.97
2752,123,432,2,137.97
2753,4721,464,3,106.03
2754,2963,294,1,98.64
2755,5180,16,3,33.66
2756,1007,631,4,139.08
2757,1868,971,4,13.58
2758,5191,741,2,30.16
2759,3005,703,1,67.35
2760,2700,75,2,49.68
2761,7060,853,4,108.54
2762,6500,566,2,39.06
2763,8037,365,5,129.04
2764,4429,85,5,6.0
2765,2737,483,2,15.17
2766,5847,500,3,118.27
2767,8130,568,1,78.72
2768,830,545,3,61.77
2769,3051,289,3,148.43
2770,8771,788,2,61.87
2771,9590,256,5,24.62
2772,6122,196,5,93.85
2773,8456,704,3,47.66
2774,6234,623,4,5.97
2775,4753,794,3,21.36
2776,6489,64,2,53.3
2777,507,169,2,46.95
2778,9123,891,1,88.89
2779,641,126,4,56.38
2780,7865,479,2,48.08
2781,15,132,3,39.68
2782,9412,210,4,133.88
2783,1137,317,1,69.68
2784,4595,819,2,68.7
2785,7383,999,1,118.31
2786,18,629,4,35.23
2787,5491,748,1,73.74
2788,8538,767,3,15.62
2789,4531,100,3,38.21
2790,7448,550,2,91.08
2791,494,459,3,67.5
2792,8744,174,2,131.72
2793,8309,359,2,121.43
2794,5493,410,2,96.97
2795,4154,378,5,97.07
2796,3665,271,1,10.73
2797,8683,352,2,119.62
2798,1931,297,2,53.06
2799,3756,736,4,43.12
2800,1963,914,4,5.03
2801,3987,754,3,107.72
2802,4098,335,3,51.22
2803,7022,882,4,17.2
2804,5937,300,2,44.31
2805,4277,26,1,138.48
2806,210,524,2,67.99
2807,890,920,4,45.94
2808,6448,571,3,61.4
2809,3212,626,4,64.72
2810,2753,375,4,49.16
2811,6271,337,2,111.6
2812,2356,231,3,44.12
2813,3177,14,4,61.79
2814,5125,415,1,92.44
2815,9629,948,3,107.83
2816,8125,283,1,68.0
2817,7480,73,3,52.72
2818,1001,292,1,63.27
2819,4645,393,2,28.84
2820,7916,538,1,140.73
2821,7514,751,4,34.66
2822,38,207,2,61.12
2823,4466,362,2,91.93
2824,8892,88,5,117.06
2825,2740,351,4,111.3
2826,9580,446,4,106.28
2827,1904,917,1,13.87
2828,4523,891,3,49.87
2829,3438,664,5,58.31
2830,844,446,2,138.57
2831,7781,388,3,17.28
2832,8295,486,2,60.51
2833,3133,629,3,47.33
2834,6837,94,3,46.4
2835,3204,361,2,102.3
2836,3438,128,2,131.65
2837,2359,71,4,59.4
2838,2176,279,2,133.48
2839,1298,793,2,113.5
2840,2017,687,1,149.25
2841,2833,876,4,121.13
2842,5136,798,5,13.75
2843,1825,271,5,146.1
2844,7754,483,5,111.3
2845,7911,581,4,7.71
2846,9376,960,3,49.8
2847,9367,373,2,40.79
2848,4881,725,5,7.53
2849,8745,185,5,51.12
2850,1691,635,3,46.56
2851,9499,461,2,63.33
2852,7761,689,3,7.3
2853,2941,473,4,78.66
2854,6553,339,5,141.11
2855,6548,497,5,6.05
2856,5458,947,2,39.11
2857,1369,669,2,93.7
2858,7558,860,1,141.9
2859,3214,69,5,18.77
2860,4570,864,2,32.57
2861,7329,810,3,28.28
2862,1380,703,2,83.96
2863,8122,763,1,20.91
2864,7273,578,4,23.54
2865,7983,228,2,129.19
2866,7053,294,5,90.61
2867,8950,644,3,29.62
2868,5108,872,5,122.8
2869,5952,68,4,77.33
2870,4514,787,1,20.32
2871,7629,292,2,77.92
2872,2444,218,1,34.49
2873,2925,208,5,129.92
2874,5048,812,2,140.94
2875,4799,249,4,44.56
2876,5224,35,2,117.54
2877,245,982,1,13.74
2878,8510,453,3,10.17
2879,2832,516,2,67.17
2880,7078,133,3,133.09
2881,6355,382,5,65.74
2882,1177,291,3,131.44
2883,3247,476,4,106.16
2884,1341,375,3,60.9
2885,4680,464,1,136.17
2886,3882,215,3,143.98
2887,7573,431,2,27.49
2888,2373,540,1,28.24
2889,7941,325,2,120.74
2890,6806,882,3,27.32
2891,4547,166,1,21.76
2892,3263,159,1,60.16
2893,4871,426,5,36.79
2894,8603,809,3,123.39
2895,7662,109,2,121.48
2896,9104,164,5,90.79
2897,8786,217,5,66.76
2898,7393,241,3,109.08
2899,5786,583,5,5.3
2900,4579,91,2,68.33
2901,397,319,3,131.7
2902,7117,915,3,90.02
2903,5045,99,2,100.43
2904,7842,361,3,80.26
2905,7624,415,3,43.15
2906,4538,21,1,108.26
2907,8537,624,4,144.88
2908,6513,643,4,40.53
2909,5625,964,5,103.47
2910,8865,976,3,31.26
2911,5019,178,3,82.83
2912,4660,322,3,41.08
2913,1123,963,1,101.07
2914,3624,244,2,46.13
2915,8169,264,2,130.73
2916,3184,251,1,14.76
2917,7420,265,3,46.99
2918,8658,294,3,70.98
2919,2367,203,5,40.43
2920,5483,160,5,72.84
2921,3042,678,5,136.64
2922,9361,191,4,111.6
2923,5609,699,1,137.82
2924,3796,770,5,36.43
2925,6324,591,3,21.4
2926,71,910,3,47.59
2927,728,186,1,30.61
2928,4876,66,1,9.23
2929,5643,280,4,137.93
2930,2594,274,3,82.83
2931,2789,468,4,144.39
2932,2878,547,2,15.45
2933,8566,88,4,108.96
2934,6693,560,4,44.94
2935,9040,129,5,8.79
2936,2361,220,4,58.85
2937,6713,849,2,126.5
2938,2135,640,2,112.11
2939,8035,843,4,73.18
2940,6912,396,4,123.48
2941,3258,2,4,119.66
2942,5920,719,4,20.76
2943,8730,74,5,85.05
2944,5760,113,2,38.07
2945,112,516,4,141.66
2946,7692,511,1,20.56
2947,1605,459,3,30.02
2948,869,94,5,83.04
2949,9373,177,3,54.96
2950,4370,635,5,103.68
2951,5742,151,1,109.4
2952,850,159,4,25.21
2953,2840,342,4,108.77
2954,3567,289,1,18.32
2955,8206,723,4,43.83
2956,6204,652,2,18.77
2957,7006,346,1,47.46
2958,2876,596,5,108.61
2959,9466,679,3,149.05
2960,4734,950,1,6.14
2961,5503,865,2,35.67
2962,5808,810,1,56.93
2963,9900,375,2,138.05
2964,2026,345,5,133.93
2965,7616,112,2,148.89
2966,9635,899,5,126.87
2967,2917,919,5,52.29
2968,4333,925,5,45.29
2969,3079,869,3,22.95
2970,5961,462,5,21.49
2971,6093,988,5,18.22
2972,2386,517,4,145.64
2973,6815,429,1,124.43
2974,5627,369,2,144.78
2975,8881,803,5,17.82
2976,4242,908,2,109.4
2977,2455,441,1,37.21
2978,6235,806,1,118.38
2979,6936,220,4,97.16
2980,9947,288,5,55.91
2981,3061,887,4,13.92
2982,6522,542,4,142.07
2983,4403,813,2,10.75
2984,3143,243,3,125.52
2985,858,436,5,66.07
2986,1314,374,1,110.78
2987,2372,631,1,95.56
2988,8053,761,5,9.68
2989,1843,237,3,67.96
2990,6850,83,3,69.21
2991,9123,502,5,138.7
2992,8556,775,2,9.57
2993,3850,623,5,17.71
2994,7505,201,1,44.21
2995,6465,615,1,106.2
2996,6558,172,2,33.49
2997,1877,669,2,36.0
2998,8814,667,2,47.44
2999,2827,134,5,75.07
3000,2704,323,4,33.19
3001,8863,147,2,23.18
3002,1896,915,4,33.33
3003,213,702,1,62.03
3004,7279,53,2,73.37
3005,1360,854,4,38.86
3006,4464,697,2,29.31
3007,3574,982,5,67.14
3008,303,670,1,81.98
3009,8299,547,5,14.7
3010,8135,569,5,92.36
3011,8331,56,3,109.58
3012,1339,808,4,33.46
3013,9555,443,1,10.95
3014,3548,931,1,88.69
3015,806,362,4,117.64
3016,6499,441,5,78.31
3017,7359,893,4,34.13
3018,556,879,1,122.68
3019,4078,630,3,114.08
3020,9117,550,5,54.42
3021,449,689,2,83.17
3022,780,59,3,49.24
3023,5279,10,4,119.16
3024,6368,201,1,23.64
3025,555,707,1,73.64
3026,5046,364,5,121.31
3027,6659,135,1,38.19
3028,3721,473,3,22.78
3029,8740,476,2,137.62
3030,5507,892,5,9.58
3031,1398,749,4,99.54
3032,8007,343,4,30.82
3033,2802,201,2,81.61
3034,8634,117,3,87.81
3035,2235,12,2,58.33
3036,9555,74,4,24.54
3037,3340,467,4,39.12
3038,2264,998,5,47.9
3039,9553,801,5,12.82
3040,4680,754,3,53.94
3041,7603,156,5,83.17
3042,1612,657,3,143.79
3043,1167,431,5,78.75
3044,4166,58,4,139.59
3045,3575,477,3,18.73
3046,631,926,3,103.99
3047,3800,97,4,14.42
3048,3013,904,3,80.57
3049,1350,685,5,81.13
3050,1190,198,3,128.8
3051,5133,742,3,118.57
3052,2521,697,4,14.0
3053,7011,538,4,146.62
3054,922,266,2,99.54
3055,3424,132,1,29.24
3056,520,740,5,72.7
3057,2716,13,5,127.1
3058,4220,474,3,58.02
3059,3523,523,5,76.33
3060,5150,241,3,80.94
3061,3848,947,3,82.18
3062,9057,601,4,127.72
3063,285,429,3,120.25
3064,6274,847,4,29.87
3065,9382,126,3,97.11
3066,4705,843,1,103.66
3067,1567,629,3,90.59
3068,4103,382,5,28.33
3069,1664,490,3,48.62
3070,4331,494,3,35.18
3071,21,273,1,6.66
3072,2614,903,4,48.07
3073,7266,360,3,84.84
3074,3062,192,1,108.67
3075,1746,290,4,65.82
3076,3537,595,3,35.69
3077,736,403,4,78.8
3078,7507,445,2,57.77
3079,2567,705,4,12.92
3080,3240,114,4,89.73
3081,369,457,4,31.35
3082,65,947,5,25.91
3083,9514,51,4,119.47
3084,6651,50,5,56.72
3085,8575,163,4,119.32
3086,8862,832,5,42.15
3087,2848,153,5,102.12
3088,5433,475,4,54.48
3089,5028,551,1,48.16
3090,2786,628,1,56.19
3091,7218,709,4,91.17
3092,873,66,5,103.84
3093,2386,299,5,134.87
3094,7717,643,5,55.82
3095,333,244,4,58.32
3096,7959,717,2,27.03
3097,3992,133,1,16.76
3098,5374,886,1,14.81
3099,7416,593,4,95.54
3100,3437,583,1,13.57
3101,3552,517,2,33.0
3102,5155,199,1,130.53
3103,4332,620,3,58.79
3104,7538,196,1,76.82
3105,2450,226,1,73.96
3106,208,753,3,103.2
3107,7497,899,3,109.19
3108,3187,766,1,87.44
3109,1255,84,2,106.47
3110,6761,176,5,15.37
3111,4387,874,1,69.96
3112,4351,983,5,84.88
3113,3802,393,1,141.59
3114,7209,20,1,34.74
3115,7753,173,4,86.78
3116,5468,966,1,39.94
3117,1316,802,2,129.18
3118,1411,782,4,89.24
3119,7593,133,2,101.05
3120,4825,373,3,67.64
3121,2657,457,2,22.05
3122,3602,491,4,67.17
3123,2903,768,4,33.12
3124,9848,756,3,41.94
3125,6684,951,3,105.95
3126,3895,872,1,136.88
3127,38,443,5,57.03
3128,3059,190,2,134.78
3129,7404,160,2,79.16
3130,6619,118,3,54.65
3131,5794,630,1,54.07
3132,5393,368,3,78.32
