book_id,title,author,price,stock_quantity,category_id,description,publisher,publication_year
257,To Kill a Mockingbird,J.K. Rowling,49.25,100,3,A great book about life and adventure.,"Stuart, Davenport and Hill",1982
258,The Great Gatsby,Ray Bradbury,30.33,91,4,A great book about life and adventure.,Travis Group,1993
259,Moby-Dick,J.R.R. Tolkien,39.72,55,3,A great book about life and adventure.,"Zamora, Hood and Jones",2004
260,The Catcher in the Rye,Harper Lee,40.89,72,4,A great book about life and adventure.,"Nguyen, Brown and Andrade",1991
261,Fahrenheit 451,J.K. Rowling,46.25,79,5,A great book about life and adventure.,"Phillips, Smith and Ross",1991
262,The Lord of the Rings,J.D. Salinger,44.73,93,2,A great book about life and adventure.,"Crawford, West and Evans",2016
263,The Great Gatsby,J.D. Salinger,22.61,56,4,A great book about life and adventure.,Robinson-Campbell,2023
264,Pride and Prejudice,F. Scott Fitzgerald,12.56,82,2,A great book about life and adventure.,"Vaughan, Bell and Martinez",2023
265,Fahrenheit 451,J.D. Salinger,48.51,69,2,A great book about life and adventure.,Kerr and Sons,1986
266,To Kill a Mockingbird,Herman Melville,6.89,99,5,A great book about life and adventure.,Turner-Johnson,1998
267,Fahrenheit 451,Harper Lee,39.37,83,2,A great book about life and adventure.,Ramirez LLC,1998
268,To Kill a Mockingbird,F. Scott Fitzgerald,24.47,47,4,A great book about life and adventure.,"Cervantes, Alvarez and Lara",1981
269,The Hobbit,Ray Bradbury,26.15,31,3,A great book about life and adventure.,"Johnson, Watkins and Jones",2005
270,The Hobbit,J.R.R. Tolkien,18.2,77,5,A great book about life and adventure.,"Castaneda, Cuevas and Davis",2014
271,Moby-Dick,J.D. Salinger,26.12,64,2,A great book about life and adventure.,Clarke-Thompson,2005
272,1984,J.R.R. Tolkien,12.14,12,2,A great book about life and adventure.,Glover Group,2002
273,The Hobbit,Jane Austen,22.19,68,1,A great book about life and adventure.,"Avila, Smith and Gonzalez",1996
274,The Great Gatsby,J.R.R. Tolkien,23.97,96,3,A great book about life and adventure.,Burns-Mills,2015
275,1984,F. Scott Fitzgerald,37.16,63,4,A great book about life and adventure.,Stokes LLC,2015
276,The Great Gatsby,George Orwell,27.82,97,3,A great book about life and adventure.,Cook and Sons,2016
277,To Kill a Mockingbird,George Orwell,25.06,49,4,A great book about life and adventure.,Sampson-Lopez,2001
278,Harry Potter and the Sorcerer's Stone,Jane Austen,42.25,87,4,A great book about life and adventure.,Montes-Gonzales,1995
279,The Catcher in the Rye,J.K. Rowling,45.92,82,1,A great book about life and adventure.,Barajas-House,1999
280,1984,Ray Bradbury,21.89,28,1,A great book about life and adventure.,Foster Group,2002
281,The Hobbit,F. Scott Fitzgerald,20.37,88,2,A great book about life and adventure.,"Lewis, Smith and Pearson",2019
282,The Great Gatsby,J.R.R. Tolkien,37.97,83,4,A great book about life and adventure.,Jones-Cordova,2000
283,To Kill a Mockingbird,George Orwell,7.96,58,4,A great book about life and adventure.,"Becker, May and Rogers",2015
284,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,25.66,4,4,A great book about life and adventure.,Bush-Aguilar,2022
285,Fahrenheit 451,J.R.R. Tolkien,12.11,86,5,A great book about life and adventure.,Mendez and Sons,2023
286,Moby-Dick,George Orwell,28.56,57,5,A great book about life and adventure.,Mason-Wilson,2006
287,The Hobbit,Jane Austen,28.8,47,5,A great book about life and adventure.,Lucas-Caldwell,1981
288,Harry Potter and the Sorcerer's Stone,Harper Lee,39.05,19,5,A great book about life and adventure.,Brown Inc,1993
289,Pride and Prejudice,J.K. Rowling,5.91,70,5,A great book about life and adventure.,"Cruz, Russell and Taylor",2014
290,1984,Harper Lee,8.04,27,3,A great book about life and adventure.,"Caldwell, Barker and Petersen",1986
291,Moby-Dick,Harper Lee,10.04,76,2,A great book about life and adventure.,Torres-Walker,1996
292,The Hobbit,Jane Austen,16.97,83,3,A great book about life and adventure.,"Welch, Gonzalez and Alexander",2009
293,The Catcher in the Rye,J.R.R. Tolkien,44.89,11,3,A great book about life and adventure.,Andrews and Sons,2019
294,Pride and Prejudice,Ray Bradbury,24.67,14,5,A great book about life and adventure.,Douglas-Pierce,1993
295,Moby-Dick,George Orwell,36.69,56,3,A great book about life and adventure.,Mills-King,1997
296,The Lord of the Rings,Herman Melville,26.34,42,2,A great book about life and adventure.,"Green, Rivera and Page",1988
297,The Great Gatsby,F. Scott Fitzgerald,30.97,68,2,A great book about life and adventure.,"Reed, Padilla and Jordan",2022
298,To Kill a Mockingbird,Herman Melville,10.38,70,3,A great book about life and adventure.,"Jones, Hernandez and Weber",2010
299,The Great Gatsby,J.D. Salinger,44.37,79,2,A great book about life and adventure.,Smith PLC,2024
300,The Hobbit,Jane Austen,10.94,69,3,A great book about life and adventure.,Tran-Bailey,1991
301,The Great Gatsby,George Orwell,20.82,60,3,A great book about life and adventure.,"Shannon, Graham and Hunt",2014
302,The Catcher in the Rye,George Orwell,7.72,25,2,A great book about life and adventure.,Roberts-Smith,1991
303,1984,J.R.R. Tolkien,40.93,56,4,A great book about life and adventure.,"Huynh, Vance and Martin",2007
304,The Hobbit,Harper Lee,43.31,30,2,A great book about life and adventure.,Matthews Group,1990
305,Pride and Prejudice,Herman Melville,31.1,41,5,A great book about life and adventure.,"Garcia, Gonzalez and Gregory",2024
306,The Hobbit,Jane Austen,6.91,8,2,A great book about life and adventure.,"Sloan, Montgomery and Salinas",2017
307,Moby-Dick,F. Scott Fitzgerald,37.99,78,5,A great book about life and adventure.,Wallace-Coleman,1995
308,Harry Potter and the Sorcerer's Stone,J.D. Salinger,20.29,55,1,A great book about life and adventure.,"Long, Woodward and Johnson",1991
309,1984,Harper Lee,23.84,31,1,A great book about life and adventure.,"Garza, Morrow and Mccoy",2005
310,Moby-Dick,J.R.R. Tolkien,19.68,65,4,A great book about life and adventure.,Campbell Ltd,2011
311,Harry Potter and the Sorcerer's Stone,Ray Bradbury,32.48,18,4,A great book about life and adventure.,"Miller, Johnson and Campbell",2019
312,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,36.55,20,1,A great book about life and adventure.,Taylor-Brown,2014
313,The Lord of the Rings,George Orwell,48.61,49,4,A great book about life and adventure.,Curry PLC,1992
314,The Great Gatsby,J.R.R. Tolkien,18.94,14,4,A great book about life and adventure.,Martinez-Gutierrez,1995
315,The Lord of the Rings,Jane Austen,42.99,34,5,A great book about life and adventure.,Benton-Walsh,2001
316,The Lord of the Rings,Harper Lee,33.28,60,5,A great book about life and adventure.,Humphrey-Miller,2011
317,To Kill a Mockingbird,J.K. Rowling,35.49,48,5,A great book about life and adventure.,"Wilson, Espinoza and Morales",2015
318,Harry Potter and the Sorcerer's Stone,George Orwell,23.12,79,2,A great book about life and adventure.,"Barnett, Gomez and Fernandez",1992
319,The Great Gatsby,Ray Bradbury,19.86,20,5,A great book about life and adventure.,Hernandez Inc,2006
320,To Kill a Mockingbird,J.D. Salinger,46.53,14,1,A great book about life and adventure.,Estes PLC,2020
321,The Lord of the Rings,J.R.R. Tolkien,29.87,69,3,A great book about life and adventure.,Sanders PLC,2013
322,1984,George Orwell,29.98,42,5,A great book about life and adventure.,"Henderson, Lane and Perez",1997
323,Fahrenheit 451,J.R.R. Tolkien,42.89,85,5,A great book about life and adventure.,"Watkins, Ponce and Brady",2006
324,Moby-Dick,F. Scott Fitzgerald,49.67,66,3,A great book about life and adventure.,"Clay, Young and Taylor",2003
325,The Lord of the Rings,George Orwell,18.25,15,5,A great book about life and adventure.,Stevens-Stevenson,1984
326,The Catcher in the Rye,J.K. Rowling,29.81,93,2,A great book about life and adventure.,"Joseph, Morrison and Martinez",2022
327,To Kill a Mockingbird,J.R.R. Tolkien,24.15,20,2,A great book about life and adventure.,"Jackson, Anderson and Leblanc",1993
328,1984,George Orwell,27.1,14,4,A great book about life and adventure.,Smith-Villarreal,2023
329,1984,Ray Bradbury,31.82,55,5,A great book about life and adventure.,Mitchell-Myers,1999
330,The Catcher in the Rye,Herman Melville,20.86,32,3,A great book about life and adventure.,"Hawkins, Huerta and Villanueva",2002
331,The Lord of the Rings,J.R.R. Tolkien,23.31,38,2,A great book about life and adventure.,"Winters, Moreno and Padilla",1985
332,The Great Gatsby,J.K. Rowling,48.58,35,3,A great book about life and adventure.,Taylor LLC,1982
333,The Great Gatsby,J.D. Salinger,13.88,11,5,A great book about life and adventure.,Anderson Group,2015
334,The Lord of the Rings,F. Scott Fitzgerald,29.04,48,2,A great book about life and adventure.,Sanchez-Morgan,2006
335,1984,J.R.R. Tolkien,32.75,44,2,A great book about life and adventure.,"Williams, Parks and Reynolds",2017
336,To Kill a Mockingbird,Harper Lee,47.98,8,5,A great book about life and adventure.,Hernandez Group,2006
337,1984,J.R.R. Tolkien,30.08,25,1,A great book about life and adventure.,Kim-Porter,2018
338,Moby-Dick,Harper Lee,9.43,11,2,A great book about life and adventure.,Rowland Group,2001
339,Harry Potter and the Sorcerer's Stone,George Orwell,37.47,89,5,A great book about life and adventure.,"Marquez, Conrad and Estrada",2000
340,The Catcher in the Rye,Herman Melville,15.92,24,1,A great book about life and adventure.,Young and Sons,2024
341,Fahrenheit 451,F. Scott Fitzgerald,37.45,7,1,A great book about life and adventure.,Williams-Johnson,2019
342,The Catcher in the Rye,Jane Austen,46.08,81,2,A great book about life and adventure.,Tapia-Mckee,1986
343,The Catcher in the Rye,J.K. Rowling,12.15,5,1,A great book about life and adventure.,"Barker, Franco and Bush",2002
344,Pride and Prejudice,Ray Bradbury,48.1,70,5,A great book about life and adventure.,Brewer Group,2005
345,The Lord of the Rings,Jane Austen,28.43,76,2,A great book about life and adventure.,Sanchez Ltd,1996
346,Harry Potter and the Sorcerer's Stone,J.D. Salinger,11.14,1,2,A great book about life and adventure.,Frey-Bond,2003
347,To Kill a Mockingbird,J.R.R. Tolkien,28.99,34,2,A great book about life and adventure.,Richards PLC,1985
348,The Catcher in the Rye,Herman Melville,46.33,99,3,A great book about life and adventure.,Johnson Ltd,2009
349,Harry Potter and the Sorcerer's Stone,Harper Lee,45.05,59,4,A great book about life and adventure.,Griffin and Sons,1994
350,The Catcher in the Rye,J.D. Salinger,49.92,20,1,A great book about life and adventure.,Holt-Garcia,1981
351,The Hobbit,J.D. Salinger,38.66,91,3,A great book about life and adventure.,"Perez, Elliott and Haas",1994
352,Moby-Dick,J.D. Salinger,47.22,26,3,A great book about life and adventure.,"Howell, Anderson and Kirk",2012
353,1984,J.R.R. Tolkien,13.1,5,3,A great book about life and adventure.,"Sanders, Hamilton and Smith",1989
354,To Kill a Mockingbird,F. Scott Fitzgerald,19.94,39,3,A great book about life and adventure.,"Madden, Aguilar and Swanson",2006
355,1984,Harper Lee,13.28,35,2,A great book about life and adventure.,Hardin LLC,1990
356,The Catcher in the Rye,J.K. Rowling,22.9,89,3,A great book about life and adventure.,Maldonado-Barnett,2015
357,Moby-Dick,Ray Bradbury,9.75,26,4,A great book about life and adventure.,Best-Harrington,1993
358,Moby-Dick,J.R.R. Tolkien,39.7,80,3,A great book about life and adventure.,Berry-Gonzalez,1981
359,The Catcher in the Rye,Harper Lee,6.38,27,5,A great book about life and adventure.,Henderson-Rubio,1996
360,The Lord of the Rings,Jane Austen,38.61,1,5,A great book about life and adventure.,"Miller, Ward and Adams",1986
361,To Kill a Mockingbird,J.D. Salinger,41.84,50,4,A great book about life and adventure.,Conner-Jordan,2007
362,Fahrenheit 451,Ray Bradbury,32.31,37,1,A great book about life and adventure.,Dixon Group,1994
363,Moby-Dick,F. Scott Fitzgerald,49.14,85,5,A great book about life and adventure.,Hester-Roberts,1996
364,Harry Potter and the Sorcerer's Stone,J.K. Rowling,7.08,56,3,A great book about life and adventure.,"Moyer, Anderson and Miller",2011
365,The Catcher in the Rye,J.K. Rowling,11.21,89,4,A great book about life and adventure.,Moore-Jacobs,2009
366,The Catcher in the Rye,F. Scott Fitzgerald,47.2,51,2,A great book about life and adventure.,"Singh, Bell and Mcneil",2013
367,The Hobbit,Ray Bradbury,6.11,84,1,A great book about life and adventure.,"Black, Swanson and Stone",1989
368,The Hobbit,J.D. Salinger,48.04,34,2,A great book about life and adventure.,Burke PLC,1980
369,1984,J.R.R. Tolkien,40.98,98,3,A great book about life and adventure.,"Wang, Phillips and Williams",2016
370,The Great Gatsby,F. Scott Fitzgerald,14.45,19,2,A great book about life and adventure.,Valentine PLC,2021
371,To Kill a Mockingbird,J.D. Salinger,40.17,27,1,A great book about life and adventure.,"Greer, Williams and Bradley",1994
372,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,38.67,94,2,A great book about life and adventure.,Martinez-Jackson,1986
373,Harry Potter and the Sorcerer's Stone,F. Scott Fitzgerald,45.47,18,5,A great book about life and adventure.,Thomas LLC,1989
374,The Lord of the Rings,Jane Austen,11.24,25,5,A great book about life and adventure.,Orozco PLC,2018
375,Harry Potter and the Sorcerer's Stone,J.D. Salinger,35.38,29,1,A great book about life and adventure.,"Booth, Erickson and Ruiz",1995
376,To Kill a Mockingbird,Jane Austen,38.66,2,1,A great book about life and adventure.,Petersen Ltd,2017
377,Fahrenheit 451,Harper Lee,14.14,14,3,A great book about life and adventure.,"Gonzalez, Berg and Ray",1996
378,The Catcher in the Rye,Harper Lee,38.92,32,1,A great book about life and adventure.,Williams PLC,2000
379,Moby-Dick,Ray Bradbury,29.36,81,5,A great book about life and adventure.,"Martinez, Smith and Garcia",2018
380,Pride and Prejudice,George Orwell,44.51,99,3,A great book about life and adventure.,Phillips-Vargas,2021
381,1984,J.K. Rowling,39.0,14,1,A great book about life and adventure.,Jones LLC,2000
382,The Lord of the Rings,Ray Bradbury,29.63,63,4,A great book about life and adventure.,Morris-Ramirez,2011
383,The Great Gatsby,Herman Melville,10.8,74,3,A great book about life and adventure.,Romero Inc,2012
384,The Catcher in the Rye,J.K. Rowling,23.43,57,1,A great book about life and adventure.,"Russell, Rhodes and Payne",1997
385,Harry Potter and the Sorcerer's Stone,Harper Lee,6.06,65,4,A great book about life and adventure.,"Reyes, Morrison and Garrett",1995
386,Fahrenheit 451,J.R.R. Tolkien,18.37,2,4,A great book about life and adventure.,King-Short,1987
387,The Great Gatsby,Ray Bradbury,36.13,73,5,A great book about life and adventure.,Spence LLC,2004
388,Moby-Dick,George Orwell,34.27,95,1,A great book about life and adventure.,Hughes LLC,2013
389,The Great Gatsby,J.K. Rowling,41.72,13,4,A great book about life and adventure.,Hogan-Thomas,2020
390,1984,Jane Austen,20.64,76,5,A great book about life and adventure.,Williams-Murphy,1994
391,The Hobbit,Harper Lee,14.84,45,5,A great book about life and adventure.,Mcclain-Garcia,1980
392,Harry Potter and the Sorcerer's Stone,Ray Bradbury,34.74,52,1,A great book about life and adventure.,Hoffman-White,2017
393,To Kill a Mockingbird,J.R.R. Tolkien,30.81,87,2,A great book about life and adventure.,Proctor-Montes,1983
394,The Lord of the Rings,J.R.R. Tolkien,8.84,26,5,A great book about life and adventure.,Fuller-Warner,1997
395,The Lord of the Rings,F. Scott Fitzgerald,39.63,36,1,A great book about life and adventure.,Potter Ltd,1990
396,Moby-Dick,George Orwell,41.31,39,5,A great book about life and adventure.,Williams PLC,1983
397,The Catcher in the Rye,Harper Lee,22.12,26,3,A great book about life and adventure.,Terry PLC,2010
398,Pride and Prejudice,F. Scott Fitzgerald,33.22,10,1,A great book about life and adventure.,"Garcia, Lee and Steele",1999
399,Pride and Prejudice,F. Scott Fitzgerald,9.77,33,5,A great book about life and adventure.,"Gregory, Ford and Jackson",2024
400,Pride and Prejudice,F. Scott Fitzgerald,27.49,47,3,A great book about life and adventure.,Miller Ltd,1980
401,Pride and Prejudice,Jane Austen,14.81,84,5,A great book about life and adventure.,"Price, Molina and Garcia",2020
402,Fahrenheit 451,Harper Lee,49.1,26,3,A great book about life and adventure.,Cox LLC,2015
403,The Hobbit,J.D. Salinger,32.64,60,1,A great book about life and adventure.,Butler-Merritt,1994
404,The Great Gatsby,George Orwell,32.85,93,1,A great book about life and adventure.,Baker and Sons,1995
405,The Catcher in the Rye,Ray Bradbury,22.69,91,5,A great book about life and adventure.,"Miranda, Cook and Scott",1988
406,1984,F. Scott Fitzgerald,22.53,69,4,A great book about life and adventure.,Huynh-Hill,2016
407,Fahrenheit 451,F. Scott Fitzgerald,11.65,91,2,A great book about life and adventure.,Holland-Thompson,2012
408,The Lord of the Rings,Harper Lee,49.49,29,3,A great book about life and adventure.,Santiago Group,2018
409,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,37.88,68,3,A great book about life and adventure.,Cook-Garcia,1997
410,Harry Potter and the Sorcerer's Stone,Harper Lee,22.91,76,1,A great book about life and adventure.,"Kelley, Brown and Arnold",1993
411,1984,Jane Austen,16.84,40,3,A great book about life and adventure.,Lane-Robinson,1995
412,Fahrenheit 451,F. Scott Fitzgerald,17.85,51,2,A great book about life and adventure.,Williams-Fuller,2020
413,The Lord of the Rings,George Orwell,40.81,76,5,A great book about life and adventure.,Castro PLC,1999
414,The Great Gatsby,Harper Lee,18.88,66,1,A great book about life and adventure.,"Davis, Lopez and Richmond",1990
415,The Hobbit,J.R.R. Tolkien,13.52,90,1,A great book about life and adventure.,Martinez PLC,1997
416,1984,Ray Bradbury,6.49,87,1,A great book about life and adventure.,"Guzman, Branch and Johnson",1981
417,The Great Gatsby,George Orwell,35.2,43,4,A great book about life and adventure.,Allen-Sandoval,2004
418,The Hobbit,F. Scott Fitzgerald,48.14,14,1,A great book about life and adventure.,Lang-Brock,1992
419,The Catcher in the Rye,J.R.R. Tolkien,44.26,58,1,A great book about life and adventure.,"Cook, Hart and Hernandez",2000
420,The Hobbit,F. Scott Fitzgerald,21.65,96,3,A great book about life and adventure.,Hanson-Garrison,1982
421,1984,J.R.R. Tolkien,7.68,66,4,A great book about life and adventure.,Wilson PLC,1993
422,Moby-Dick,J.K. Rowling,10.98,36,3,A great book about life and adventure.,Walker-Morris,2006
423,Moby-Dick,J.K. Rowling,47.3,23,3,A great book about life and adventure.,"Porter, Chang and Baker",1991
424,1984,F. Scott Fitzgerald,26.12,63,5,A great book about life and adventure.,Sherman-Johnson,2020
425,1984,Herman Melville,18.61,72,1,A great book about life and adventure.,Powers-Dean,1997
426,The Catcher in the Rye,Herman Melville,19.66,15,1,A great book about life and adventure.,Perez-Taylor,2018
427,The Lord of the Rings,J.D. Salinger,33.36,7,4,A great book about life and adventure.,Robinson Group,1994
428,Harry Potter and the Sorcerer's Stone,J.D. Salinger,32.64,70,4,A great book about life and adventure.,"Schultz, Mitchell and Medina",1994
429,Pride and Prejudice,Ray Bradbury,17.43,76,4,A great book about life and adventure.,Cannon and Sons,2013
430,The Hobbit,J.R.R. Tolkien,28.9,37,4,A great book about life and adventure.,Cole-Joyce,1986
431,The Catcher in the Rye,Harper Lee,32.25,30,4,A great book about life and adventure.,"Franklin, Burns and Rivas",2014
432,The Hobbit,George Orwell,8.3,47,2,A great book about life and adventure.,Huynh LLC,2002
433,The Great Gatsby,J.K. Rowling,22.08,65,3,A great book about life and adventure.,Perkins Group,1984
434,Harry Potter and the Sorcerer's Stone,George Orwell,9.55,2,2,A great book about life and adventure.,Patterson Ltd,1996
435,The Hobbit,George Orwell,35.84,2,5,A great book about life and adventure.,"Mcdonald, Vargas and Young",2022
436,Moby-Dick,F. Scott Fitzgerald,11.77,77,1,A great book about life and adventure.,"Jackson, Cannon and Gross",2009
437,Fahrenheit 451,J.D. Salinger,38.93,97,4,A great book about life and adventure.,"Williams, Sullivan and Lewis",1995
438,Pride and Prejudice,Jane Austen,30.83,70,2,A great book about life and adventure.,Hanson-Reed,2007
439,To Kill a Mockingbird,J.R.R. Tolkien,16.1,56,4,A great book about life and adventure.,Lindsey-Conley,1986
440,The Great Gatsby,Jane Austen,21.41,70,4,A great book about life and adventure.,Wells and Sons,2021
441,Moby-Dick,Jane Austen,47.19,53,3,A great book about life and adventure.,"Cohen, Glover and Kane",2005
442,Moby-Dick,J.R.R. Tolkien,16.79,68,4,A great book about life and adventure.,Lucero LLC,2017
443,The Lord of the Rings,J.R.R. Tolkien,25.72,76,5,A great book about life and adventure.,"Carroll, Hoover and Mccullough",2024
444,Harry Potter and the Sorcerer's Stone,J.R.R. Tolkien,47.18,99,1,A great book about life and adventure.,Long Ltd,1991
445,To Kill a Mockingbird,Ray Bradbury,48.97,73,5,A great book about life and adventure.,Thompson-Rogers,2001
446,Moby-Dick,Herman Melville,24.06,81,1,A great book about life and adventure.,Chung and Sons,2020
447,Moby-Dick,George Orwell,14.56,49,2,A great book about life and adventure.,Jenkins-Marshall,2017
448,Fahrenheit 451,Harper Lee,34.65,83,1,A great book about life and adventure.,"Robinson, Mendez and Ramos",2023
449,Moby-Dick,Harper Lee,38.72,76,5,A great book about life and adventure.,Williams LLC,2008
450,The Lord of the Rings,Harper Lee,44.95,13,2,A great book about life and adventure.,Rocha-Fox,2020
451,The Hobbit,Ray Bradbury,27.78,28,3,A great book about life and adventure.,"Jackson, Garcia and Lee",1983
452,To Kill a Mockingbird,Herman Melville,6.61,41,5,A great book about life and adventure.,"Pierce, Wilson and Larsen",2022
453,1984,F. Scott Fitzgerald,25.22,90,3,A great book about life and adventure.,"Day, Ryan and Ruiz",2017
454,Pride and Prejudice,J.R.R. Tolkien,47.76,30,2,A great book about life and adventure.,Malone-Contreras,2018
455,The Hobbit,Ray Bradbury,32.79,5,1,A great book about life and adventure.,"Spears, Perez and Vincent",2005
456,The Catcher in the Rye,Herman Melville,46.49,25,3,A great book about life and adventure.,Love Ltd,1996
457,To Kill a Mockingbird,F. Scott Fitzgerald,20.62,72,5,A great book about life and adventure.,"Vaughn, Guerrero and Rojas",2013
458,Pride and Prejudice,Herman Melville,25.91,43,1,A great book about life and adventure.,Norman-Diaz,1999
459,The Lord of the Rings,George Orwell,39.76,32,1,A great book about life and adventure.,Thomas-Anderson,2000
460,To Kill a Mockingbird,J.D. Salinger,8.44,71,1,A great book about life and adventure.,"Wilson, Salazar and Solomon",2022
461,The Catcher in the Rye,F. Scott Fitzgerald,14.49,93,4,A great book about life and adventure.,Becker-Henry,2014
462,1984,Herman Melville,27.32,47,1,A great book about life and adventure.,"Taylor, Case and Khan",2020
463,1984,J.R.R. Tolkien,9.95,11,1,A great book about life and adventure.,"Marshall, Walker and Chambers",1994
464,1984,Jane Austen,28.93,17,1,A great book about life and adventure.,Ramos Ltd,2017
465,1984,J.D. Salinger,29.22,35,3,A great book about life and adventure.,Carlson-Jones,2000
466,The Great Gatsby,Ray Bradbury,18.05,26,3,A great book about life and adventure.,Miller-Marshall,2001
467,1984,Harper Lee,19.8,6,2,A great book about life and adventure.,Jones-Matthews,1999
468,Pride and Prejudice,Harper Lee,18.16,43,1,A great book about life and adventure.,"Malone, Blake and Simon",2019
469,The Catcher in the Rye,Harper Lee,26.29,6,5,A great book about life and adventure.,Johnson and Sons,2018
470,1984,F. Scott Fitzgerald,46.09,1,2,A great book about life and adventure.,Combs Inc,2009
471,To Kill a Mockingbird,George Orwell,31.23,13,4,A great book about life and adventure.,"Mcgrath, Young and Owens",2000
472,Moby-Dick,Harper Lee,14.67,58,3,A great book about life and adventure.,"Bennett, Martin and Martinez",1999
473,To Kill a Mockingbird,Jane Austen,24.14,79,2,A great book about life and adventure.,Howard-Morrow,2002
474,Pride and Prejudice,Jane Austen,17.13,79,2,A great book about life and adventure.,Reynolds-Osborn,2003
475,To Kill a Mockingbird,J.R.R. Tolkien,42.79,38,1,A great book about life and adventure.,"Harris, Dunlap and Miller",1996
476,Moby-Dick,J.D. Salinger,30.78,1,4,A great book about life and adventure.,Simpson-Lopez,2024
477,Fahrenheit 451,George Orwell,23.96,11,5,A great book about life and adventure.,Garcia PLC,2018
478,Moby-Dick,Jane Austen,8.26,42,5,A great book about life and adventure.,Riley-Henderson,2014
479,1984,J.R.R. Tolkien,34.29,91,2,A great book about life and adventure.,Marshall Ltd,2024
480,Pride and Prejudice,J.R.R. Tolkien,34.8,39,3,A great book about life and adventure.,"Lara, Macdonald and Cooper",1999
481,The Hobbit,George Orwell,47.91,34,5,A great book about life and adventure.,"Dawson, Rowe and Harris",1988
482,The Lord of the Rings,Jane Austen,7.04,51,5,A great book about life and adventure.,"Joseph, Mccall and Hodges",2002
483,Fahrenheit 451,Herman Melville,31.95,47,4,A great book about life and adventure.,"Moore, Singh and Williams",2021
484,To Kill a Mockingbird,J.R.R. Tolkien,48.99,46,4,A great book about life and adventure.,Johnson Inc,1985
485,The Catcher in the Rye,J.R.R. Tolkien,36.84,97,2,A great book about life and adventure.,Cantu-Juarez,1991
486,1984,Herman Melville,45.24,50,3,A great book about life and adventure.,Jones-Wilkinson,1985
487,1984,George Orwell,11.57,18,3,A great book about life and adventure.,Watson-Atkinson,2009
488,The Lord of the Rings,J.D. Salinger,46.45,17,2,A great book about life and adventure.,Pitts-Pierce,2015
489,The Great Gatsby,J.D. Salinger,40.0,44,2,A great book about life and adventure.,"Nelson, Cuevas and Schneider",1994
490,Moby-Dick,Jane Austen,26.82,16,3,A great book about life and adventure.,Doyle Inc,2006
491,Fahrenheit 451,Harper Lee,35.84,98,5,A great book about life and adventure.,Harrison and Sons,2015
492,The Great Gatsby,George Orwell,21.82,74,5,A great book about life and adventure.,Nguyen-Murray,2012
493,The Great Gatsby,Harper Lee,32.71,97,4,A great book about life and adventure.,Luna Group,2004
494,The Hobbit,Herman Melville,41.99,84,5,A great book about life and adventure.,"Liu, Evans and Lopez",2009
495,Harry Potter and the Sorcerer's Stone,J.D. Salinger,47.99,75,2,A great book about life and adventure.,Brown Ltd,1987
496,Fahrenheit 451,George Orwell,20.92,35,2,A great book about life and adventure.,Cooley Inc,2001
497,1984,J.R.R. Tolkien,17.69,61,3,A great book about life and adventure.,Payne-Rush,1985
498,The Catcher in the Rye,J.R.R. Tolkien,33.43,81,2,A great book about life and adventure.,"Gibson, Sandoval and Vaughn",2002
499,The Great Gatsby,J.R.R. Tolkien,28.83,69,4,A great book about life and adventure.,"Hernandez, Conrad and Patrick",2013
500,The Lord of the Rings,Ray Bradbury,33.13,69,2,A great book about life and adventure.,"Hoffman, Walker and Grant",2002
501,Harry Potter and the Sorcerer's Stone,George Orwell,15.08,8,2,A great book about life and adventure.,Ellison Group,1994
502,The Great Gatsby,J.D. Salinger,12.7,48,1,A great book about life and adventure.,Myers-Lin,1988
503,To Kill a Mockingbird,J.K. Rowling,43.78,35,3,A great book about life and adventure.,Velasquez-Byrd,2019
504,Moby-Dick,Jane Austen,30.41,52,4,A great book about life and adventure.,Morris Inc,2007
505,The Great Gatsby,J.R.R. Tolkien,38.0,7,5,A great book about life and adventure.,"Crawford, Miles and Mccarthy",1989
506,Moby-Dick,J.R.R. Tolkien,8.87,99,5,A great book about life and adventure.,Brown-Thompson,1982
507,Fahrenheit 451,J.R.R. Tolkien,31.88,56,1,A great book about life and adventure.,"Acosta, Rice and Long",2000
508,The Great Gatsby,J.R.R. Tolkien,20.8,90,2,A great book about life and adventure.,Pearson Ltd,2022
509,Fahrenheit 451,J.K. Rowling,19.85,73,3,A great book about life and adventure.,Nguyen PLC,2002
510,Fahrenheit 451,Ray Bradbury,45.05,7,4,A great book about life and adventure.,Ross-Lewis,2005
511,To Kill a Mockingbird,Jane Austen,12.59,50,3,A great book about life and adventure.,Paul Group,1996
512,Moby-Dick,J.D. Salinger,15.13,70,2,A great book about life and adventure.,Ramirez-Weiss,1980
513,Fahrenheit 451,J.R.R. Tolkien,30.33,75,5,A great book about life and adventure.,Jones-Conley,1984
514,The Great Gatsby,J.K. Rowling,9.33,91,5,A great book about life and adventure.,Dominguez-Webb,2022
515,The Catcher in the Rye,J.R.R. Tolkien,12.15,18,2,A great book about life and adventure.,"Smith, Greene and Oneal",2017
516,1984,Herman Melville,11.73,21,3,A great book about life and adventure.,"Black, Mendez and Craig",1989
