order_id,user_id,order_date,total_amount,status
2381,2843,2025-01-24,447.32,Pending
2382,661,2024-10-03,330.8,Cancelled
2383,774,2024-12-06,300.3,Cancelled
2384,3431,2024-04-16,66.41,Delivered
2385,850,2025-01-16,218.05,Cancelled
2386,3995,2024-12-26,379.15,Delivered
2387,3306,2024-02-20,258.81,Pending
2388,3762,2024-09-30,158.46,Delivered
2389,2032,2024-05-15,471.99,Delivered
2390,733,2024-03-13,229.67,Cancelled
2391,3974,2024-08-27,184.3,Cancelled
2392,1959,2024-09-21,52.51,Delivered
2393,808,2024-05-10,214.36,Pending
2394,4295,2025-01-26,298.91,Shipped
2395,1217,2024-10-24,273.77,Cancelled
2396,184,2024-05-28,356.98,Cancelled
2397,2727,2024-09-09,324.21,Shipped
2398,1196,2025-02-02,262.11,Cancelled
2399,1459,2024-05-28,21.87,Delivered
2400,1098,2024-04-24,79.06,Shipped
2401,4024,2024-07-12,423.14,Shipped
2402,4938,2024-07-01,312.08,Pending
2403,2650,2024-09-20,271.25,Cancelled
2404,2845,2024-08-29,409.79,Shipped
2405,1024,2024-07-24,17.47,Shipped
2406,3390,2024-12-14,96.67,Shipped
2407,4144,2024-04-13,81.59,Pending
2408,2798,2024-03-23,403.37,Pending
2409,2039,2024-08-18,230.23,Shipped
2410,4585,2024-03-14,148.42,Cancelled
2411,923,2024-07-13,310.56,Shipped
2412,3301,2024-10-07,90.64,Delivered
2413,1279,2024-05-30,196.45,Delivered
2414,203,2024-12-30,149.35,Shipped
2415,2167,2024-07-31,228.74,Cancelled
2416,4119,2024-12-22,426.8,Delivered
2417,1095,2024-12-27,289.55,Delivered
2418,4506,2024-09-20,292.07,Pending
2419,3166,2024-11-18,266.55,Shipped
2420,561,2024-11-29,373.58,Cancelled
2421,2920,2024-11-20,28.12,Shipped
2422,1189,2024-09-16,424.38,Shipped
2423,3218,2024-08-28,130.84,Delivered
2424,1803,2024-09-21,276.33,Cancelled
2425,936,2024-04-18,339.15,Delivered
2426,3229,2024-04-30,347.6,Pending
2427,2203,2024-11-08,116.15,Pending
2428,2519,2024-12-08,294.01,Delivered
2429,941,2024-04-22,279.13,Pending
2430,3031,2025-01-23,295.69,Delivered
2431,3738,2024-10-23,88.24,Delivered
2432,3797,2024-09-27,164.97,Pending
2433,1045,2024-03-27,114.59,Delivered
2434,3916,2024-09-26,340.72,Cancelled
2435,2198,2024-05-08,228.07,Shipped
2436,642,2024-07-29,473.4,Shipped
2437,2631,2025-01-29,32.14,Shipped
2438,2022,2024-07-04,118.27,Cancelled
2439,3760,2024-05-29,410.61,Shipped
2440,661,2024-07-14,376.98,Cancelled
2441,3320,2025-01-02,40.31,Pending
2442,530,2024-02-27,418.49,Shipped
2443,3820,2024-10-16,198.46,Shipped
2444,2664,2024-12-08,476.69,Shipped
2445,1424,2024-11-02,394.43,Shipped
2446,3406,2024-12-24,187.25,Delivered
2447,4495,2024-08-30,443.17,Delivered
2448,3941,2024-09-04,490.15,Delivered
2449,3741,2025-01-10,105.61,Pending
2450,449,2024-09-09,402.41,Delivered
2451,829,2024-05-15,307.3,Shipped
2452,4523,2025-01-24,420.32,Delivered
2453,3107,2024-12-03,203.17,Pending
2454,796,2024-12-01,389.94,Cancelled
2455,336,2024-08-22,130.11,Delivered
2456,2311,2025-01-27,310.28,Pending
2457,598,2024-11-04,209.37,Pending
2458,1760,2024-03-14,125.34,Pending
2459,3938,2024-04-07,316.38,Cancelled
2460,471,2024-02-10,97.71,Shipped
2461,3989,2024-10-10,51.0,Delivered
2462,2050,2024-04-15,492.37,Shipped
2463,494,2024-11-14,475.19,Cancelled
2464,428,2024-05-20,132.64,Shipped
2465,2345,2024-11-11,395.72,Shipped
2466,271,2024-05-28,10.46,Pending
2467,3521,2024-12-10,95.66,Pending
2468,4812,2024-05-03,469.69,Shipped
2469,670,2024-05-04,468.23,Pending
2470,4355,2024-10-29,122.96,Pending
2471,3982,2024-12-28,491.66,Shipped
2472,4623,2024-08-10,483.48,Cancelled
2473,4594,2024-05-06,352.56,Delivered
2474,924,2024-10-11,187.08,Shipped
2475,3003,2024-04-10,314.91,Cancelled
2476,774,2024-08-01,437.57,Cancelled
2477,2818,2024-06-05,406.71,Pending
2478,605,2025-01-12,248.84,Cancelled
2479,2099,2024-08-11,358.56,Delivered
2480,2129,2024-12-11,425.08,Cancelled
2481,4101,2024-12-25,342.41,Cancelled
2482,3351,2024-09-21,439.68,Cancelled
2483,1648,2025-01-16,461.74,Delivered
2484,1506,2024-05-12,261.58,Shipped
2485,1705,2024-02-25,355.04,Cancelled
2486,124,2024-11-09,417.22,Cancelled
2487,1335,2025-01-09,200.58,Delivered
2488,1511,2024-03-21,423.58,Shipped
2489,2624,2024-04-19,477.51,Shipped
2490,2812,2024-03-15,38.35,Pending
2491,4251,2024-03-24,392.22,Shipped
2492,2715,2025-01-09,96.64,Cancelled
2493,2481,2024-06-04,187.7,Shipped
2494,1203,2024-12-02,216.58,Shipped
2495,171,2024-12-31,265.84,Cancelled
2496,1562,2024-09-08,73.86,Delivered
2497,764,2024-03-02,287.21,Cancelled
2498,799,2024-10-24,226.31,Delivered
2499,3483,2024-04-08,448.39,Shipped
2500,2843,2024-10-23,309.81,Pending
2501,1986,2024-05-06,358.41,Delivered
2502,684,2024-07-03,461.97,Shipped
2503,4640,2024-03-21,256.39,Pending
2504,3213,2025-01-19,350.91,Shipped
2505,2083,2024-07-13,469.74,Shipped
2506,2118,2024-09-26,312.85,Delivered
2507,910,2024-12-21,59.79,Pending
2508,2556,2025-01-27,187.29,Cancelled
2509,2967,2024-06-09,345.91,Shipped
2510,1159,2024-05-18,404.88,Delivered
2511,3004,2024-04-16,130.04,Delivered
2512,2616,2024-05-10,200.14,Delivered
2513,125,2024-08-19,104.37,Pending
2514,635,2024-07-20,190.28,Delivered
2515,3054,2024-02-25,454.45,Shipped
2516,4873,2024-02-25,42.54,Pending
2517,4973,2024-03-17,486.82,Delivered
2518,485,2024-09-28,447.04,Pending
2519,3215,2024-05-01,327.55,Pending
2520,3357,2024-04-29,256.03,Cancelled
2521,1655,2024-08-16,299.33,Delivered
2522,2407,2024-08-09,242.55,Cancelled
2523,3934,2024-05-26,329.22,Pending
2524,2965,2024-07-21,217.03,Shipped
2525,1048,2024-10-29,360.93,Cancelled
2526,1298,2024-07-20,179.08,Shipped
2527,3383,2024-08-12,284.49,Shipped
2528,1995,2024-11-02,364.81,Shipped
2529,4273,2024-04-15,124.79,Delivered
2530,3239,2024-07-14,45.43,Pending
2531,37,2024-08-17,436.11,Cancelled
2532,4911,2024-09-05,499.74,Cancelled
2533,3331,2024-06-05,171.94,Shipped
2534,1932,2024-05-30,185.52,Pending
2535,3919,2024-05-09,21.16,Cancelled
2536,4839,2024-07-08,316.25,Cancelled
2537,843,2024-05-20,454.78,Cancelled
2538,3305,2024-12-17,55.3,Shipped
2539,3497,2025-01-07,29.28,Cancelled
2540,3259,2025-02-07,187.32,Pending
2541,550,2024-02-23,306.28,Cancelled
2542,2746,2024-12-25,249.65,Pending
2543,627,2024-05-10,383.63,Shipped
2544,2676,2024-04-26,275.15,Pending
2545,3813,2024-07-26,181.01,Pending
2546,3831,2024-04-28,137.55,Pending
2547,753,2024-12-21,468.55,Delivered
2548,153,2024-03-20,87.9,Shipped
2549,4352,2024-11-08,123.84,Pending
2550,3834,2024-03-17,164.61,Pending
2551,3798,2024-07-18,259.4,Pending
2552,2332,2024-03-30,405.72,Shipped
2553,4268,2024-09-25,222.69,Pending
2554,134,2024-12-30,169.41,Pending
2555,2103,2024-08-06,464.44,Shipped
2556,1439,2024-02-13,184.76,Pending
2557,4510,2024-07-09,199.16,Pending
2558,100,2024-07-28,180.0,Delivered
2559,1304,2024-04-21,444.58,Delivered
2560,931,2024-11-10,254.8,Pending
2561,1502,2024-04-06,446.67,Delivered
2562,2610,2024-02-11,433.93,Shipped
2563,2636,2025-01-28,477.42,Cancelled
2564,2527,2024-03-15,55.53,Shipped
2565,4542,2024-07-04,72.72,Shipped
2566,1304,2024-03-11,496.62,Pending
2567,1447,2025-01-12,199.22,Cancelled
2568,2913,2024-08-10,159.55,Pending
2569,4419,2024-08-06,181.68,Pending
2570,4306,2024-05-11,362.83,Shipped
2571,623,2024-04-04,373.43,Pending
2572,2830,2024-10-14,393.6,Pending
2573,3071,2024-10-29,386.24,Delivered
2574,4405,2024-11-02,136.69,Pending
2575,3769,2024-11-15,413.26,Cancelled
2576,1022,2024-10-19,373.95,Delivered
2577,2215,2024-10-11,344.54,Shipped
2578,1796,2024-02-18,258.5,Cancelled
2579,3840,2024-04-09,29.4,Delivered
2580,1504,2024-05-19,209.68,Shipped
2581,692,2024-04-03,235.86,Shipped
2582,656,2024-10-10,491.73,Shipped
2583,4999,2025-01-13,81.42,Shipped
2584,4375,2024-11-28,203.28,Delivered
2585,1105,2024-04-30,434.52,Delivered
2586,2809,2025-02-06,451.35,Delivered
2587,164,2024-11-14,198.01,Cancelled
2588,4734,2024-02-15,400.56,Shipped
2589,3341,2024-07-03,92.13,Shipped
2590,3172,2024-06-22,165.41,Delivered
2591,3201,2024-09-10,419.07,Shipped
2592,3475,2024-03-11,497.55,Cancelled
2593,830,2024-09-18,198.69,Delivered
2594,733,2024-04-22,117.16,Shipped
2595,1202,2024-02-11,409.07,Delivered
2596,1340,2024-05-16,488.24,Delivered
2597,956,2024-07-22,374.03,Shipped
2598,4332,2024-12-05,254.37,Delivered
2599,4261,2024-04-06,212.34,Shipped
2600,2579,2024-03-25,463.1,Delivered
2601,2775,2024-12-07,235.69,Cancelled
2602,1986,2025-01-15,356.49,Shipped
2603,3298,2025-01-27,425.69,Shipped
2604,508,2024-03-02,79.79,Pending
2605,1165,2025-02-03,417.48,Shipped
2606,2992,2024-05-07,48.85,Pending
2607,3578,2024-07-30,327.39,Shipped
2608,1923,2024-04-17,289.76,Pending
2609,730,2025-02-02,247.65,Shipped
2610,4614,2024-04-26,223.25,Delivered
2611,4534,2025-02-06,59.36,Shipped
2612,3507,2024-09-22,498.37,Cancelled
2613,4627,2024-07-21,484.09,Cancelled
2614,1832,2024-07-21,288.13,Cancelled
2615,1625,2024-07-25,355.76,Pending
2616,790,2024-04-13,365.71,Delivered
2617,2896,2024-12-08,416.77,Delivered
2618,913,2024-07-11,449.93,Delivered
2619,700,2024-08-23,186.9,Cancelled
2620,1481,2024-02-19,309.1,Shipped
2621,4863,2024-08-28,315.19,Cancelled
2622,4683,2024-09-15,112.1,Shipped
2623,1221,2025-01-13,335.08,Pending
2624,2097,2025-02-04,81.84,Shipped
2625,3256,2024-04-24,331.92,Cancelled
2626,2821,2024-04-03,247.85,Shipped
2627,785,2024-09-04,114.43,Pending
2628,3934,2025-01-12,479.62,Cancelled
2629,1733,2024-07-13,153.11,Delivered
2630,2763,2024-04-30,39.36,Delivered
2631,4663,2024-10-12,243.94,Cancelled
2632,2394,2024-08-19,61.98,Cancelled
2633,261,2024-03-17,235.11,Pending
2634,4087,2024-12-13,370.39,Delivered
2635,3605,2024-10-22,217.84,Shipped
2636,3330,2024-05-19,54.01,Shipped
2637,2891,2024-09-01,366.75,Pending
2638,3251,2025-01-20,285.01,Pending
2639,1565,2025-01-14,234.87,Cancelled
2640,4394,2024-11-27,491.56,Cancelled
2641,3464,2024-04-15,185.19,Pending
2642,4952,2024-11-22,311.11,Pending
2643,4386,2024-09-09,74.89,Shipped
2644,4350,2024-12-25,478.79,Cancelled
2645,3779,2024-06-18,77.95,Cancelled
2646,4478,2024-03-08,149.34,Pending
2647,1482,2024-05-21,120.42,Shipped
2648,398,2024-02-21,270.15,Delivered
2649,2393,2024-05-27,433.82,Cancelled
2650,532,2024-04-19,453.5,Pending
2651,2582,2024-03-12,172.68,Delivered
2652,1676,2024-03-03,446.2,Cancelled
2653,2266,2024-08-27,84.18,Pending
2654,1892,2024-10-09,128.86,Pending
2655,1236,2024-05-18,274.57,Cancelled
2656,1275,2024-08-20,211.14,Pending
2657,3649,2024-08-04,498.55,Cancelled
2658,2046,2024-10-01,360.96,Shipped
2659,1831,2024-02-23,349.11,Delivered
2660,286,2024-06-10,469.23,Cancelled
2661,2467,2024-05-24,437.62,Delivered
2662,471,2024-12-01,427.73,Delivered
2663,2189,2024-05-13,294.19,Shipped
2664,486,2024-11-21,121.88,Shipped
2665,4715,2024-02-14,278.97,Shipped
2666,4583,2024-09-30,275.16,Delivered
2667,2437,2024-02-21,43.03,Pending
2668,1424,2024-04-24,441.15,Pending
2669,2098,2024-12-30,236.34,Pending
2670,2865,2024-10-08,408.59,Pending
2671,2643,2024-02-13,88.23,Pending
2672,1494,2024-12-27,293.78,Shipped
2673,1224,2024-08-30,496.61,Cancelled
2674,830,2025-02-04,159.52,Shipped
2675,219,2025-01-29,363.9,Shipped
2676,3187,2024-06-12,213.33,Delivered
2677,1018,2024-07-31,73.6,Pending
2678,1135,2024-08-06,369.38,Shipped
2679,1228,2024-02-17,447.38,Shipped
2680,4393,2024-09-17,171.42,Cancelled
2681,1726,2024-06-27,383.29,Shipped
2682,1188,2024-06-15,145.52,Shipped
2683,1138,2024-03-08,240.76,Shipped
2684,1805,2025-01-26,46.65,Shipped
2685,161,2024-07-02,320.9,Shipped
2686,1797,2024-09-20,82.7,Delivered
2687,1817,2024-07-01,138.68,Shipped
2688,276,2024-06-22,119.24,Delivered
2689,2535,2024-04-15,258.58,Delivered
2690,1191,2024-11-17,241.83,Pending
2691,2347,2024-04-27,42.26,Shipped
2692,2759,2024-06-30,305.81,Delivered
2693,3865,2024-11-17,455.69,Cancelled
2694,4550,2024-12-05,471.61,Pending
2695,1264,2024-06-26,122.53,Delivered
2696,3879,2024-08-08,334.93,Pending
2697,4372,2024-10-10,458.55,Shipped
2698,3530,2024-09-06,190.85,Cancelled
2699,1151,2024-09-11,461.14,Cancelled
2700,2143,2024-07-12,495.39,Shipped
2701,3758,2024-08-05,376.43,Cancelled
2702,1868,2024-10-11,83.01,Cancelled
2703,1947,2024-09-04,14.54,Cancelled
2704,4061,2024-02-25,199.39,Delivered
2705,1430,2024-12-21,224.87,Delivered
2706,2760,2024-10-30,15.39,Pending
2707,4252,2024-06-24,171.77,Delivered
2708,3803,2024-06-11,60.23,Pending
2709,114,2024-07-26,102.83,Pending
2710,629,2024-02-14,474.54,Shipped
2711,1739,2024-07-14,107.58,Pending
2712,4742,2024-06-01,82.31,Pending
2713,687,2024-08-01,447.03,Cancelled
2714,4359,2024-12-18,167.21,Shipped
2715,1444,2025-01-24,152.98,Cancelled
2716,4225,2025-01-28,437.93,Pending
2717,1280,2024-03-12,334.17,Shipped
2718,2689,2024-11-11,89.0,Shipped
2719,3310,2024-05-07,122.58,Delivered
2720,1099,2024-08-15,306.31,Cancelled
2721,2084,2024-07-01,120.73,Delivered
2722,3319,2024-12-24,147.29,Delivered
2723,2898,2024-04-28,341.15,Delivered
2724,4471,2024-05-22,25.32,Shipped
2725,2818,2024-10-15,16.83,Shipped
2726,4535,2024-10-26,338.8,Delivered
2727,347,2024-10-14,126.18,Shipped
2728,1503,2025-01-19,237.06,Shipped
2729,4390,2024-12-20,164.25,Cancelled
2730,2480,2024-12-13,343.79,Cancelled
2731,4035,2024-04-29,384.75,Delivered
2732,2910,2024-08-02,70.64,Shipped
2733,2728,2024-07-30,236.23,Pending
2734,3268,2024-11-06,432.88,Delivered
2735,733,2024-05-17,148.1,Shipped
2736,3680,2025-01-01,158.5,Shipped
2737,2146,2025-01-12,82.37,Delivered
2738,400,2024-02-17,323.96,Cancelled
2739,4213,2024-08-05,438.82,Delivered
2740,1728,2024-10-06,10.67,Cancelled
2741,2676,2024-02-10,239.91,Pending
2742,1714,2024-02-18,481.82,Cancelled
2743,2500,2024-04-27,380.72,Delivered
2744,262,2024-12-11,275.55,Delivered
2745,1968,2025-01-09,32.4,Shipped
2746,3771,2024-05-13,61.29,Shipped
2747,2060,2024-04-04,191.6,Pending
2748,4477,2024-05-16,268.6,Shipped
2749,1890,2024-06-18,76.38,Pending
2750,3573,2024-03-31,452.59,Pending
2751,2665,2024-11-30,214.08,Shipped
2752,4451,2024-05-02,62.79,Delivered
2753,1023,2024-04-03,312.16,Delivered
2754,3794,2024-05-06,129.46,Cancelled
2755,1914,2024-11-05,231.85,Shipped
2756,1351,2024-07-07,66.54,Delivered
2757,825,2024-06-29,194.83,Pending
2758,438,2024-07-24,254.75,Shipped
2759,4804,2024-08-08,452.59,Cancelled
2760,2184,2024-12-12,442.11,Shipped
2761,888,2024-03-14,314.46,Shipped
2762,1543,2024-04-15,232.32,Delivered
2763,3665,2025-01-04,462.18,Shipped
2764,4868,2024-02-23,105.79,Shipped
2765,503,2024-05-06,101.52,Shipped
2766,3311,2024-03-15,147.39,Delivered
2767,50,2024-05-24,307.9,Cancelled
2768,4182,2024-12-29,339.97,Cancelled
2769,4347,2024-09-23,319.52,Delivered
2770,2389,2024-11-18,378.28,Delivered
2771,2012,2025-01-04,35.3,Shipped
2772,3049,2024-12-13,241.29,Shipped
2773,4107,2024-06-06,120.28,Cancelled
2774,147,2024-02-17,162.68,Pending
2775,1871,2024-03-07,133.76,Pending
2776,4142,2024-12-15,243.12,Delivered
2777,4240,2025-01-02,242.1,Pending
2778,3109,2024-10-18,344.76,Pending
2779,1058,2024-11-13,180.9,Cancelled
2780,3460,2024-12-24,13.88,Shipped
2781,3078,2025-02-01,107.24,Cancelled
2782,2562,2024-06-25,432.65,Pending
2783,2188,2024-12-15,11.52,Shipped
2784,2789,2024-03-13,279.5,Pending
2785,1301,2024-12-11,165.27,Delivered
2786,731,2024-08-20,314.19,Cancelled
2787,1354,2024-08-12,390.48,Cancelled
2788,4939,2024-09-04,49.79,Shipped
2789,2135,2024-04-06,363.32,Delivered
2790,2390,2024-11-15,350.17,Delivered
2791,4591,2024-12-11,429.5,Delivered
2792,2923,2024-06-13,305.07,Cancelled
2793,205,2024-09-24,60.46,Delivered
2794,1531,2024-06-20,338.31,Cancelled
2795,3314,2024-11-03,283.24,Delivered
2796,4557,2024-11-16,383.26,Delivered
2797,1998,2024-05-27,172.43,Pending
2798,4469,2024-11-20,485.65,Pending
2799,3170,2024-06-15,336.1,Pending
2800,771,2024-09-28,47.75,Cancelled
2801,423,2024-10-12,353.47,Delivered
2802,902,2024-06-02,168.47,Shipped
2803,2253,2024-04-04,407.05,Pending
2804,4411,2025-01-16,261.97,Cancelled
2805,3667,2024-07-31,198.23,Delivered
2806,2678,2025-02-06,390.63,Pending
2807,2294,2024-05-14,353.79,Pending
2808,3636,2024-10-04,174.87,Delivered
2809,4213,2024-06-20,45.28,Pending
2810,2567,2024-02-24,181.49,Delivered
2811,1666,2024-07-29,132.74,Cancelled
2812,2887,2024-07-10,183.41,Delivered
2813,1266,2024-10-03,190.41,Cancelled
2814,2200,2025-01-29,422.31,Cancelled
2815,2270,2024-10-27,17.59,Delivered
2816,3257,2024-08-18,304.79,Delivered
2817,1857,2024-03-31,119.4,Pending
2818,3772,2024-05-01,277.8,Delivered
2819,3654,2024-08-16,391.05,Delivered
2820,3097,2024-02-21,147.88,Pending
2821,1951,2024-11-26,266.43,Cancelled
2822,2441,2024-11-26,269.53,Pending
2823,4769,2024-10-27,179.4,Delivered
2824,1484,2024-11-22,333.83,Pending
2825,1843,2024-04-07,238.05,Pending
2826,4238,2024-11-11,305.87,Cancelled
2827,3614,2024-03-13,110.21,Delivered
2828,3776,2025-01-05,54.68,Pending
2829,1754,2024-10-16,171.32,Pending
2830,3115,2025-02-08,274.75,Cancelled
2831,1579,2024-04-15,19.89,Delivered
2832,109,2024-10-11,72.61,Delivered
2833,2109,2024-12-24,337.38,Shipped
2834,4806,2024-07-31,354.44,Cancelled
2835,2143,2024-03-28,465.79,Delivered
2836,2531,2024-08-29,28.0,Cancelled
2837,1111,2024-11-14,333.2,Pending
2838,1614,2024-03-01,459.93,Delivered
2839,4461,2024-09-12,332.76,Cancelled
2840,4122,2024-04-02,129.72,Cancelled
2841,4506,2024-06-02,98.86,Pending
2842,936,2025-01-17,379.14,Pending
2843,2605,2025-01-30,293.15,Shipped
2844,1001,2024-09-15,313.78,Shipped
2845,2697,2024-11-14,257.06,Delivered
2846,3849,2024-07-09,241.89,Pending
2847,3508,2024-08-13,184.54,Cancelled
2848,845,2024-05-12,147.39,Delivered
2849,51,2024-12-10,260.93,Pending
2850,4052,2024-05-19,261.12,Pending
2851,1113,2024-11-23,405.12,Pending
2852,4882,2024-04-10,158.32,Delivered
2853,286,2024-09-12,206.31,Shipped
2854,845,2024-11-24,472.29,Delivered
2855,3184,2024-03-17,226.89,Shipped
2856,4858,2024-08-28,319.39,Cancelled
2857,2469,2024-07-18,121.49,Delivered
2858,1802,2025-02-07,16.93,Cancelled
2859,1264,2024-05-01,408.53,Shipped
2860,3777,2024-03-06,156.34,Cancelled
2861,1564,2024-06-27,319.48,Shipped
2862,2148,2024-03-18,107.85,Shipped
2863,2228,2024-05-22,285.96,Delivered
2864,600,2024-09-28,198.83,Delivered
2865,590,2024-09-06,355.34,Cancelled
2866,244,2024-04-16,12.12,Delivered
2867,434,2024-05-24,365.3,Shipped
2868,3219,2024-05-15,251.61,Delivered
2869,4404,2024-06-14,495.93,Pending
2870,3122,2024-02-16,59.79,Pending
2871,3068,2024-10-26,186.0,Pending
2872,3078,2024-08-24,243.05,Delivered
2873,3420,2025-01-29,415.72,Delivered
2874,3724,2025-01-11,405.02,Cancelled
2875,4615,2024-08-12,480.69,Shipped
2876,3617,2024-04-22,232.91,Shipped
2877,3648,2024-11-20,95.59,Delivered
2878,2927,2024-05-25,355.21,Pending
2879,4529,2024-10-03,88.31,Shipped
2880,1937,2024-06-29,496.83,Shipped
2881,2750,2024-12-06,400.87,Shipped
2882,1392,2024-12-10,162.8,Delivered
2883,3818,2025-01-31,102.87,Delivered
2884,1776,2024-11-16,116.68,Cancelled
2885,4592,2025-01-04,238.79,Shipped
2886,4593,2024-05-13,176.29,Pending
2887,1889,2024-09-02,272.05,Pending
2888,2953,2024-06-16,231.28,Delivered
2889,1225,2024-07-15,78.11,Shipped
2890,3912,2024-11-25,189.11,Cancelled
2891,1490,2024-10-18,90.74,Cancelled
2892,4307,2024-04-08,322.27,Pending
2893,1566,2024-07-22,302.9,Delivered
2894,4469,2024-12-05,178.09,Shipped
2895,15,2024-03-16,115.3,Shipped
2896,417,2024-04-04,384.98,Delivered
2897,106,2024-08-10,474.36,Cancelled
2898,2343,2024-10-17,74.36,Pending
2899,277,2024-12-11,371.29,Cancelled
2900,2841,2024-07-14,103.03,Pending
2901,867,2024-03-04,425.37,Shipped
2902,909,2024-03-03,83.46,Pending
2903,133,2024-07-09,51.6,Pending
2904,1936,2024-07-19,320.91,Cancelled
2905,4161,2025-01-05,55.46,Shipped
2906,1281,2024-07-16,224.4,Pending
2907,2204,2024-05-02,105.08,Pending
2908,1946,2024-12-09,260.15,Cancelled
2909,3206,2024-12-25,445.42,Delivered
2910,2644,2025-01-07,389.8,Cancelled
2911,3705,2024-05-09,237.4,Shipped
2912,3170,2024-05-18,451.02,Pending
2913,3452,2024-12-08,171.83,Cancelled
2914,2229,2024-04-11,455.02,Cancelled
2915,3262,2024-05-24,355.76,Cancelled
2916,3156,2024-12-24,242.11,Delivered
2917,417,2024-06-13,343.67,Cancelled
2918,717,2024-10-13,187.84,Cancelled
2919,1907,2024-02-29,242.97,Pending
2920,4947,2024-03-02,242.36,Shipped
2921,2035,2024-05-15,365.23,Cancelled
2922,3466,2024-04-12,456.71,Shipped
2923,3854,2024-08-03,10.24,Delivered
2924,2371,2024-09-22,383.75,Shipped
2925,2818,2024-03-12,467.83,Shipped
2926,2041,2024-05-07,277.96,Pending
2927,4555,2024-04-24,81.97,Pending
2928,3133,2024-11-11,46.08,Shipped
2929,2419,2024-07-10,50.16,Cancelled
2930,4911,2025-01-02,151.53,Delivered
2931,4241,2024-10-02,37.93,Shipped
2932,4765,2024-02-19,108.35,Shipped
2933,22,2024-10-26,352.81,Delivered
2934,3080,2024-12-26,137.1,Shipped
2935,644,2025-02-08,356.69,Shipped
2936,2864,2025-01-06,149.96,Pending
2937,3578,2024-02-14,314.88,Delivered
2938,1418,2024-08-12,230.66,Delivered
2939,731,2024-04-23,323.21,Shipped
2940,1702,2024-07-01,415.1,Pending
2941,2834,2024-11-22,392.84,Pending
2942,1855,2024-09-04,485.39,Pending
2943,3565,2024-02-27,68.61,Cancelled
2944,4880,2024-10-26,188.13,Pending
2945,969,2024-04-17,276.35,Delivered
2946,3032,2025-01-04,324.41,Shipped
2947,1041,2024-04-06,210.01,Pending
2948,3067,2024-02-21,160.55,Pending
2949,3196,2024-04-08,54.88,Pending
2950,1169,2024-06-25,271.42,Cancelled
2951,4848,2024-12-29,250.74,Cancelled
2952,3249,2024-04-14,317.82,Cancelled
2953,4591,2024-06-28,148.25,Cancelled
2954,2025,2024-09-02,16.97,Delivered
2955,3337,2024-07-16,432.44,Shipped
2956,927,2025-01-21,389.25,Delivered
2957,3983,2024-06-15,459.97,Cancelled
2958,3242,2024-09-12,380.25,Cancelled
2959,4622,2024-05-23,96.66,Cancelled
2960,4890,2024-09-07,274.77,Cancelled
2961,4789,2024-06-25,359.12,Delivered
2962,1352,2024-02-15,205.77,Pending
2963,4879,2024-12-06,401.34,Shipped
2964,1416,2024-07-26,197.23,Pending
2965,3561,2024-10-25,453.57,Pending
2966,2357,2024-09-28,398.75,Cancelled
2967,2346,2024-08-08,94.42,Delivered
2968,1653,2024-02-22,141.64,Shipped
2969,2546,2025-01-14,158.18,Delivered
2970,3030,2024-11-21,246.73,Cancelled
2971,137,2024-09-14,492.88,Delivered
2972,3053,2024-08-22,453.41,Cancelled
2973,4660,2024-06-21,26.86,Delivered
2974,4572,2024-08-22,369.36,Delivered
2975,4950,2024-08-31,215.47,Delivered
2976,4279,2025-01-09,251.69,Delivered
2977,4404,2024-12-13,469.53,Cancelled
2978,991,2024-05-29,87.94,Shipped
2979,4132,2025-01-16,109.52,Shipped
2980,4637,2024-04-03,392.02,Pending
2981,4341,2024-11-09,211.11,Delivered
2982,3906,2024-11-01,379.2,Shipped
2983,3371,2024-09-23,186.08,Pending
2984,2519,2024-12-31,292.5,Cancelled
2985,1993,2024-11-23,293.03,Cancelled
2986,622,2024-04-15,49.86,Delivered
2987,2707,2024-11-23,333.86,Shipped
2988,774,2024-10-02,283.09,Shipped
2989,3675,2024-12-02,331.28,Delivered
2990,4323,2024-03-16,303.1,Shipped
2991,2495,2024-09-30,396.33,Shipped
2992,4346,2024-09-25,299.73,Pending
2993,3966,2024-09-24,301.72,Pending
2994,4871,2024-07-24,453.35,Pending
2995,938,2025-01-26,35.03,Pending
2996,1804,2024-10-20,259.54,Delivered
2997,840,2024-02-17,118.31,Shipped
2998,2865,2024-03-27,129.18,Shipped
2999,2973,2024-11-28,473.16,Pending
3000,940,2024-02-12,220.52,Cancelled
3001,103,2024-02-27,233.98,Pending
3002,1962,2024-07-31,180.12,Delivered
3003,2608,2024-09-19,91.23,Cancelled
3004,1971,2024-02-26,33.68,Pending
3005,3409,2024-12-04,128.67,Cancelled
3006,1174,2024-10-24,451.09,Delivered
3007,1931,2024-10-03,469.43,Cancelled
3008,3386,2024-08-09,484.12,Delivered
3009,3822,2024-05-03,307.36,Delivered
3010,4934,2025-01-15,271.21,Shipped
3011,3508,2024-02-10,369.19,Delivered
3012,1565,2024-08-16,368.38,Cancelled
3013,1298,2024-06-08,347.18,Shipped
3014,3408,2024-09-20,340.85,Cancelled
3015,4328,2024-06-13,264.42,Shipped
3016,2855,2024-06-06,396.76,Shipped
3017,4004,2024-10-22,247.4,Pending
3018,1858,2025-01-13,437.16,Delivered
3019,1829,2024-12-05,355.83,Shipped
3020,2711,2024-02-27,349.9,Delivered
3021,1123,2025-01-05,257.61,Cancelled
